Temps,Position X,Position Y,Position Z
153,7983,0,0,0
153,8049,0,0,0
153,8111,0,0,0
153,8171,0,0,0
153,8231,0,0,0
153,83,0,0,0
153,8365,0,0,0
153,8428,0,0,0
153,8487,0,0,0
153,8546,0,0,0
153,8604,0,0,0
153,8664,0,0,0
153,8726,0,0,0
153,8786,0,0,0
153,8855,0,0,0
153,8927,0,0,0
153,899,0,0,0
153,9052,0,0,0
153,9113,0,0,0
153,9174,0,0,0
153,9239,0,0,0
153,9299,0,0,0
153,9358,0,0,0
153,9423,0,0,0
153,9483,0,0,0
153,9546,0,0,0
153,9607,0,0,0
153,9668,0,0,0
153,9733,0,0,0
153,9794,0,0,0
153,9853,0,0,0
153,9917,0,0,0
153,9977,0,0,0
154,0041,0,0,0
154,0113,0,0,0
154,0184,0,0,0
154,0248,0,0,0
154,0308,0,0,0
154,0368,0,0,0
154,043,0,0,0
154,0492,0,0,0
154,0557,0,0,0
154,0632,0,0,0
154,0709,0,0,0
154,0774,0,0,0
154,0836,0,0,0
154,0899,0,0,0
154,0958,0,0,0
154,102,0,0,0
154,1084,0,0,0
154,1144,0,0,0
154,1207,0,0,0
154,1267,0,0,0
154,1325,0,0,0
154,1386,0,0,0
154,1457,0,0,0
154,1534,0,0,0
154,1599,0,0,0
154,1659,0,0,0
154,1722,0,0,0
154,1784,0,0,0
154,1845,0,0,0
154,1907,0,0,0
154,1966,0,0,0
154,2028,0,0,0
154,2093,0,0,0
154,2152,0,0,0
154,2214,0,0,0
154,2274,0,0,0
154,2336,0,0,0
154,24,0,0,0
154,246,0,0,0
154,2521,0,0,0
154,2583,0,0,0
154,2643,0,0,0
154,2714,0,0,0
154,2792,0,0,0
154,2856,0,0,0
154,2917,0,0,0
154,298,0,0,0
154,3041,0,0,0
154,3103,0,0,0
154,3163,0,0,0
154,3226,0,0,0
154,3287,0,0,0
154,3347,0,0,0
154,3418,0,0,0
154,3487,0,0,0
154,3553,0,0,0
154,362,0,0,0
154,3689,0,0,0
154,3755,0,0,0
154,382,0,0,0
154,3892,0,0,0
154,3958,0,0,0
154,4029,0,0,0
154,41,0,0,0
154,4161,0,0,0
154,4223,0,0,0
154,4283,0,0,0
154,4344,0,0,0
154,4407,0,0,0
154,4466,0,0,0
154,4534,0,0,0
154,4599,0,0,0
154,466,0,0,0
154,4722,0,0,0
154,4785,0,0,0
154,485,0,0,0
154,4912,0,0,0
154,4974,0,0,0
154,5033,0,0,0
154,5093,0,0,0
154,5152,0,0,0
154,5212,0,0,0
154,5275,0,0,0
154,5336,0,0,0
154,5397,0,0,0
154,547,0,0,0
154,5547,0,0,0
154,5613,0,0,0
154,5685,0,0,0
154,5761,0,0,0
154,5826,0,0,0
154,5891,0,0,0
154,5952,0,0,0
154,6014,0,0,0
154,6076,0,0,0
154,6136,0,0,0
154,6197,0,0,0
154,6258,0,0,0
154,6322,0,0,0
154,6386,0,0,0
154,6446,0,0,0
154,6507,0,0,0
154,6569,0,0,0
154,6634,0,0,0
154,6696,0,0,0
154,6805,0,0,0
154,6866,0,0,0
154,6933,0,0,0
154,6995,0,0,0
154,7065,0,0,0
154,7128,0,0,0
154,7189,0,0,0
154,7254,0,0,0
154,732,0,0,0
154,7386,0,0,0
154,7448,0,0,0
154,7508,0,0,0
154,7571,0,0,0
154,7631,0,0,0
154,7693,0,0,0
154,7762,0,0,0
154,7823,0,0,0
154,7887,0,0,0
154,7947,0,0,0
154,8007,0,0,0
154,807,0,0,0
154,8132,0,0,0
154,8192,0,0,0
154,8255,0,0,0
154,8318,0,0,0
154,8383,0,0,0
154,8447,0,0,0
154,8507,0,0,0
154,8572,0,0,0
154,8632,0,0,0
154,8693,0,0,0
154,8758,0,0,0
154,8818,0,0,0
154,888,0,0,0
154,8943,0,0,0
154,9004,0,0,0
154,907,0,0,0
154,9131,0,0,0
154,9193,0,0,0
154,9258,0,0,0
154,9319,0,0,0
154,9385,0,0,0
154,9447,0,0,0
154,9506,0,0,0
154,957,0,0,0
154,9635,0,0,0
154,9698,0,0,0
154,976,0,0,0
154,9826,0,0,0
154,9898,0,0,0
154,9963,0,0,0
155,0029,0,0,0
155,0094,0,0,0
155,0154,0,0,0
155,0216,0,0,0
155,0279,0,0,0
155,034,0,0,0
155,0403,0,0,0
155,0465,0,0,0
155,0526,0,0,0
155,059,0,0,0
155,0648,0,0,0
155,0708,0,0,0
155,0771,0,0,0
155,0833,0,0,0
155,09,0,0,0
155,096,0,0,0
155,1022,0,0,0
155,1085,0,0,0
155,1147,0,0,0
155,1209,0,0,0
155,1272,0,0,0
155,1334,0,0,0
155,1398,0,0,0
155,1461,0,0,0
155,1522,0,0,0
155,1585,0,0,0
155,1646,0,0,0
155,1705,0,0,0
155,177,0,0,0
155,1828,0,0,0
155,1888,0,0,0
155,195,0,0,0
155,201,0,0,0
155,2079,0,0,0
155,214,0,0,0
155,2202,0,0,0
155,2266,0,0,0
155,2325,0,0,0
155,2388,0,0,0
155,2448,0,0,0
155,2509,0,0,0
155,2571,0,0,0
155,263,0,0,0
155,2692,0,0,0
155,2757,0,0,0
155,2819,0,0,0
155,2878,0,0,0
155,2938,0,0,0
155,2997,0,0,0
155,3058,0,0,0
155,3118,0,0,0
155,3177,0,0,0
155,3239,0,0,0
155,33,0,0,0
155,336,0,0,0
155,3422,0,0,0
155,3485,0,0,0
155,3546,0,0,0
155,3609,0,0,0
155,3669,0,0,0
155,3732,0,0,0
155,3794,0,0,0
155,3856,0,0,0
155,3918,0,0,0
155,3983,0,0,0
155,4058,0,0,0
155,414,0,0,0
155,4202,0,0,0
155,4265,0,0,0
155,4325,0,0,0
155,4396,0,0,0
155,4454,0,0,0
155,4517,0,0,0
155,458,0,0,0
155,4643,0,0,0
155,4705,0,0,0
155,4766,0,0,0
155,4828,0,0,0
155,4902,0,0,0
155,4969,0,0,0
155,5029,0,0,0
155,5094,0,0,0
155,5154,0,0,0
155,5214,0,0,0
155,5279,0,0,0
155,5339,0,0,0
155,54,0,0,0
155,5459,0,0,0
155,552,0,0,0
155,5583,0,0,0
155,5644,0,0,0
155,5708,0,0,0
155,5772,0,0,0
155,5833,0,0,0
155,5901,0,0,0
155,5963,0,0,0
155,6024,0,0,0
155,6087,0,0,0
155,6149,0,0,0
155,6212,0,0,0
155,6274,0,0,0
155,6334,0,0,0
155,6398,0,0,0
155,6495,0,0,0
155,656,0,0,0
155,6624,0,0,0
155,6687,0,0,0
155,6751,0,0,0
155,6813,0,0,0
155,6875,0,0,0
155,6936,0,0,0
155,6998,0,0,0
155,706,0,0,0
155,7121,0,0,0
155,7183,0,0,0
155,7247,0,0,0
155,7307,0,0,0
155,7366,0,0,0
155,7431,0,0,0
155,7491,0,0,0
155,756,0,0,0
155,7623,0,0,0
155,7682,0,0,0
155,7744,0,0,0
155,7805,0,0,0
155,7867,0,0,0
155,7932,0,0,0
155,7992,0,0,0
155,8054,0,0,0
155,8115,0,0,0
155,818,0,0,0
155,8242,0,0,0
155,8303,0,0,0
155,8363,0,0,0
155,8429,0,0,0
155,8492,0,0,0
155,8553,0,0,0
155,8616,0,0,0
155,8678,0,0,0
155,8742,0,0,0
155,8804,0,0,0
155,8865,0,0,0
155,8929,0,0,0
155,8989,0,0,0
155,9052,0,0,0
155,9114,0,0,0
155,9174,0,0,0
155,9233,0,0,0
155,9293,0,0,0
155,9351,0,0,0
155,9413,0,0,0
155,9476,0,0,0
155,9535,0,0,0
155,9597,0,0,0
155,9659,0,0,0
155,9727,0,0,0
155,9788,0,0,0
155,985,0,0,0
155,9913,0,0,0
155,9977,0,0,0
156,0036,0,0,0
156,0097,0,0,0
156,0157,0,0,0
156,0215,0,0,0
156,0276,0,0,0
156,0335,0,0,0
156,0399,0,0,0
156,0462,0,0,0
156,0522,0,0,0
156,0585,0,0,0
156,0645,0,0,0
156,0704,0,0,0
156,0765,0,0,0
156,0826,0,0,0
156,0889,0,0,0
156,0949,0,0,0
156,1009,0,0,0
156,1072,0,0,0
156,1133,0,0,0
156,1194,0,0,0
156,1257,0,0,0
156,1318,0,0,0
156,1377,0,0,0
156,144,0,0,0
156,1501,0,0,0
156,1566,0,0,0
156,1627,0,0,0
156,1689,0,0,0
156,1748,0,0,0
156,181,0,0,0
156,1871,0,0,0
156,1934,0,0,0
156,1996,0,0,0
156,2058,0,0,0
156,2125,0,0,0
156,2194,0,0,0
156,2263,0,0,0
156,2324,0,0,0
156,2384,0,0,0
156,2445,0,0,0
156,2503,0,0,0
156,2565,0,0,0
156,2628,0,0,0
156,2688,0,0,0
156,2754,0,0,0
156,2814,0,0,0
156,2878,0,0,0
156,2942,0,0,0
156,3007,0,0,0
156,3073,0,0,0
156,3135,0,0,0
156,3197,0,0,0
156,3261,0,0,0
156,3322,0,0,0
156,3383,0,0,0
156,3446,0,0,0
156,3512,0,0,0
156,3575,0,0,0
156,3642,0,0,0
156,3705,0,0,0
156,3767,0,0,0
156,3828,0,0,0
156,3893,0,0,0
156,3962,0,0,0
156,4023,0,0,0
156,4086,0,0,0
156,4148,0,0,0
156,4207,0,0,0
156,4269,0,0,0
156,433,0,0,0
156,439,0,0,0
156,4451,0,0,0
156,4511,0,0,0
156,4576,0,0,0
156,4638,0,0,0
156,47,0,0,0
156,4762,0,0,0
156,4823,0,0,0
156,4885,0,0,0
156,4947,0,0,0
156,5007,0,0,0
156,5069,0,0,0
156,5132,0,0,0
156,5191,0,0,0
156,5256,0,0,0
156,5318,0,0,0
156,5379,0,0,0
156,5442,0,0,0
156,5502,0,0,0
156,5563,0,0,0
156,5629,0,0,0
156,569,0,0,0
156,5752,0,0,0
156,5813,0,0,0
156,5874,0,0,0
156,5944,0,0,0
156,6004,0,0,0
156,6067,0,0,0
156,6163,0,0,0
156,623,0,0,0
156,6291,0,0,0
156,6351,0,0,0
156,6417,0,0,0
156,648,0,0,0
156,6541,0,0,0
156,6604,0,0,0
156,6669,0,0,0
156,6734,0,0,0
156,6795,0,0,0
156,6856,0,0,0
156,6917,0,0,0
156,6982,0,0,0
156,7043,0,0,0
156,7108,0,0,0
156,7169,0,0,0
156,7232,0,0,0
156,7295,0,0,0
156,7356,0,0,0
156,7418,0,0,0
156,748,0,0,0
156,7541,0,0,0
156,7605,0,0,0
156,7666,0,0,0
156,7731,0,0,0
156,7796,0,0,0
156,7857,0,0,0
156,7926,0,0,0
156,7988,0,0,0
156,8054,0,0,0
156,812,0,0,0
156,8183,0,0,0
156,8248,0,0,0
156,8316,0,0,0
156,8383,0,0,0
156,8451,0,0,0
156,8516,0,0,0
156,858,0,0,0
156,8644,0,0,0
156,8711,0,0,0
156,8774,0,0,0
156,8834,0,0,0
156,8895,0,0,0
156,8957,0,0,0
156,902,0,0,0
156,9087,0,0,0
156,9149,0,0,0
156,9208,0,0,0
156,9273,0,0,0
156,9333,0,0,0
156,9392,0,0,0
156,9453,0,0,0
156,9514,0,0,0
156,9578,0,0,0
156,9639,0,0,0
156,97,0,0,0
156,9763,0,0,0
156,9825,0,0,0
156,9887,0,0,0
156,9948,0,0,0
157,0009,0,0,0
157,0073,0,0,0
157,0136,0,0,0
157,0201,0,0,0
157,0268,0,0,0
157,0335,0,0,0
157,0398,0,0,0
157,046,0,0,0
157,0523,0,0,0
157,0585,0,0,0
157,0646,0,0,0
157,0706,0,0,0
157,0771,0,0,0
157,0833,0,0,0
157,0895,0,0,0
157,0956,0,0,0
157,1019,0,0,0
157,1085,0,0,0
157,1146,0,0,0
157,1207,0,0,0
157,1271,0,0,0
157,1333,0,0,0
157,1396,0,0,0
157,1458,0,0,0
157,1521,0,0,0
157,1586,0,0,0
157,1648,0,0,0
157,1708,0,0,0
157,1772,0,0,0
157,1835,0,0,0
157,1896,0,0,0
157,1959,0,0,0
157,2021,0,0,0
157,2086,0,0,0
157,2147,0,0,0
157,2209,0,0,0
157,2275,0,0,0
157,2336,0,0,0
157,2398,0,0,0
157,246,0,0,0
157,2523,0,0,0
157,2587,0,0,0
157,2647,0,0,0
157,2708,0,0,0
157,2772,0,0,0
157,2836,0,0,0
157,2899,0,0,0
157,296,0,0,0
157,3021,0,0,0
157,3086,0,0,0
157,3149,0,0,0
157,321,0,0,0
157,3273,0,0,0
157,3335,0,0,0
157,3397,0,0,0
157,3463,0,0,0
157,3524,0,0,0
157,3588,0,0,0
157,3649,0,0,0
157,371,0,0,0
157,3778,0,0,0
157,3844,0,0,0
157,3908,0,0,0
157,3969,0,0,0
157,4032,0,0,0
157,41,0,0,0
157,4161,0,0,0
157,4225,0,0,0
157,4289,0,0,0
157,435,0,0,0
157,4413,0,0,0
157,4474,0,0,0
157,4538,0,0,0
157,4602,0,0,0
157,4664,0,0,0
157,4725,0,0,0
157,4788,0,0,0
157,485,0,0,0
157,4913,0,0,0
157,4974,0,0,0
157,5037,0,0,0
157,5101,0,0,0
157,5161,0,0,0
157,522,0,0,0
157,5286,0,0,0
157,5347,0,0,0
157,541,0,0,0
157,5472,0,0,0
157,5535,0,0,0
157,5596,0,0,0
157,5658,0,0,0
157,5718,0,0,0
157,5783,0,0,0
157,5844,0,0,0
157,5907,0,0,0
157,6004,0,0,0
157,6071,0,0,0
157,6134,0,0,0
157,6201,0,0,0
157,6264,0,0,0
157,6324,0,0,0
157,6385,0,0,0
157,6447,0,0,0
157,6508,0,0,0
157,6571,0,0,0
157,6637,0,0,0
157,6698,0,0,0
157,6759,0,0,0
157,6825,0,0,0
157,6887,0,0,0
157,6951,0,0,0
157,7012,0,0,0
157,7074,0,0,0
157,7134,0,0,0
157,7193,0,0,0
157,7253,0,0,0
157,7316,0,0,0
157,7378,0,0,0
157,7441,0,0,0
157,7501,0,0,0
157,7563,0,0,0
157,7626,0,0,0
157,7686,0,0,0
157,7746,0,0,0
157,7806,0,0,0
157,7865,0,0,0
157,7926,0,0,0
157,7985,0,0,0
157,8044,0,0,0
157,8108,0,0,0
157,817,0,0,0
157,8233,0,0,0
157,8294,0,0,0
157,8353,0,0,0
157,8416,0,0,0
157,8477,0,0,0
157,8538,0,0,0
157,8603,0,0,0
157,8664,0,0,0
157,8732,0,0,0
157,8796,0,0,0
157,8857,0,0,0
157,8921,0,0,0
157,8982,0,0,0
157,9044,0,0,0
157,9109,0,0,0
157,9172,0,0,0
157,9241,0,0,0
157,9303,0,0,0
157,9365,0,0,0
157,943,0,0,0
157,949,0,0,0
157,9548,0,0,0
157,9613,0,0,0
157,9676,0,0,0
157,9739,0,0,0
157,9805,0,0,0
157,9866,0,0,0
157,9931,0,0,0
157,9993,0,0,0
158,0053,0,0,0
158,0126,0,0,0
158,0186,0,0,0
158,025,0,0,0
158,0311,0,0,0
158,0373,0,0,0
158,0437,0,0,0
158,0498,0,0,0
158,0561,0,0,0
158,0626,0,0,0
158,0688,0,0,0
158,0751,0,0,0
158,0813,0,0,0
158,0876,0,0,0
158,0941,0,0,0
158,1003,0,0,0
158,1067,0,0,0
158,113,0,0,0
158,1195,0,0,0
158,1262,0,0,0
158,1329,0,0,0
158,139,0,0,0
158,1456,0,0,0
158,1517,0,0,0
158,158,0,0,0
158,1662,0,0,0
158,1724,0,0,0
158,179,0,0,0
158,185,0,0,0
158,1918,0,0,0
158,1981,0,0,0
158,2042,0,0,0
158,2106,0,0,0
158,2168,0,0,0
158,2231,0,0,0
158,2296,0,0,0
158,2358,0,0,0
158,2425,0,0,0
158,2488,0,0,0
158,2548,0,0,0
158,2613,0,0,0
158,2675,0,0,0
158,2739,0,0,0
158,2803,0,0,0
158,2864,0,0,0
158,2932,0,0,0
158,2996,0,0,0
158,3055,0,0,0
158,312,0,0,0
158,3183,0,0,0
158,3246,0,0,0
158,3308,0,0,0
158,3368,0,0,0
158,3434,0,0,0
158,3495,0,0,0
158,3558,0,0,0
158,3623,0,0,0
158,3683,0,0,0
158,3743,0,0,0
158,3803,0,0,0
158,3865,0,0,0
158,3927,0,0,0
158,3987,0,0,0
158,4045,0,0,0
158,4107,0,0,0
158,417,0,0,0
158,4237,0,0,0
158,43,0,0,0
158,4362,0,0,0
158,4428,0,0,0
158,4492,0,0,0
158,4553,0,0,0
158,4618,0,0,0
158,4679,0,0,0
158,474,0,0,0
158,4806,0,0,0
158,4868,0,0,0
158,4932,0,0,0
158,4993,0,0,0
158,5053,0,0,0
158,512,0,0,0
158,5183,0,0,0
158,5247,0,0,0
158,5308,0,0,0
158,5369,0,0,0
158,5437,0,0,0
158,5498,0,0,0
158,556,0,0,0
158,5624,0,0,0
158,5689,0,0,0
158,5754,0,0,0
158,5815,0,0,0
158,5944,0,0,0
158,6044,0,0,0
158,6111,0,0,0
158,6177,0,0,0
158,624,0,0,0
158,6307,0,0,0
158,6382,0,0,0
158,6447,0,0,0
158,6512,0,0,0
158,6577,0,0,0
158,664,0,0,0
158,6701,0,0,0
158,677,0,0,0
158,6833,0,0,0
158,6894,0,0,0
158,6957,0,0,0
158,7019,0,0,0
158,7081,0,0,0
158,7143,0,0,0
158,7203,0,0,0
158,727,0,0,0
158,7331,0,0,0
158,7393,0,0,0
158,7459,0,0,0
158,7523,0,0,0
158,7588,0,0,0
158,7652,0,0,0
158,7717,0,0,0
158,7785,0,0,0
158,785,0,0,0
158,7913,0,0,0
158,7975,0,0,0
158,8039,0,0,0
158,8105,0,0,0
158,8168,0,0,0
158,8229,0,0,0
158,8294,0,0,0
158,8355,0,0,0
158,8418,0,0,0
158,8481,0,0,0
158,8542,0,0,0
158,8608,0,0,0
158,867,0,0,0
158,8732,0,0,0
158,8798,0,0,0
158,8859,0,0,0
158,8923,0,0,0
158,8985,0,0,0
158,9048,0,0,0
158,9112,0,0,0
158,9175,0,0,0
158,9237,0,0,0
158,9302,0,0,0
158,9365,0,0,0
158,9431,0,0,0
158,9494,0,0,0
158,9557,0,0,0
158,9623,0,0,0
158,9685,0,0,0
158,9747,0,0,0
158,9812,0,0,0
158,9875,0,0,0
158,9937,0,0,0
159,0,0,0
159,0062,0,0,0
159,0127,0,0,0
159,0189,0,0,0
159,0253,0,0,0
159,0316,0,0,0
159,0379,0,0,0
159,0447,0,0,0
159,0512,0,0,0
159,0584,0,0,0
159,0651,0,0,0
159,0717,0,0,0
159,0779,0,0,0
159,0839,0,0,0
159,0905,0,0,0
159,0966,0,0,0
159,1026,0,0,0
159,1089,0,0,0
159,1151,0,0,0
159,1213,0,0,0
159,128,0,0,0
159,1344,0,0,0
159,1405,0,0,0
159,1469,0,0,0
159,1529,0,0,0
159,1593,0,0,0
159,1655,0,0,0
159,1716,0,0,0
159,1778,0,0,0
159,1838,0,0,0
159,1903,0,0,0
159,1966,0,0,0
159,2027,0,0,0
159,2091,0,0,0
159,2151,0,0,0
159,2213,0,0,0
159,2274,0,0,0
159,2336,0,0,0
159,2397,0,0,0
159,2459,0,0,0
159,2522,0,0,0
159,2588,0,0,0
159,2652,0,0,0
159,2715,0,0,0
159,2776,0,0,0
159,2838,0,0,0
159,2899,0,0,0
159,2963,0,0,0
159,3023,0,0,0
159,3091,0,0,0
159,3154,0,0,0
159,3215,0,0,0
159,3279,0,0,0
159,3341,0,0,0
159,3401,0,0,0
159,3465,0,0,0
159,3525,0,0,0
159,3589,0,0,0
159,3652,0,0,0
159,3715,0,0,0
159,3785,0,0,0
159,3849,0,0,0
159,3912,0,0,0
159,3974,0,0,0
159,4035,0,0,0
159,4099,0,0,0
159,4162,0,0,0
159,4222,0,0,0
159,4283,0,0,0
159,4342,0,0,0
159,4403,0,0,0
159,4464,0,0,0
159,4523,0,0,0
159,4585,0,0,0
159,4653,0,0,0
159,4716,0,0,0
159,4778,0,0,0
159,484,0,0,0
159,4903,0,0,0
159,4966,0,0,0
159,506,0,0,0
159,5125,0,0,0
159,5188,0,0,0
159,5265,0,0,0
159,5327,0,0,0
159,5387,0,0,0
159,5451,0,0,0
159,5514,0,0,0
159,5577,0,0,0
159,5646,0,0,0
159,571,0,0,0
159,5773,0,0,0
159,5835,0,0,0
159,5896,0,0,0
159,596,0,0,0
159,6022,0,0,0
159,6082,0,0,0
159,6144,0,0,0
159,6205,0,0,0
159,6268,0,0,0
159,6329,0,0,0
159,639,0,0,0
159,6455,0,0,0
159,6517,0,0,0
159,6578,0,0,0
159,6639,0,0,0
159,6708,0,0,0
159,6773,0,0,0
159,6834,0,0,0
159,6895,0,0,0
159,6963,0,0,0
159,7026,0,0,0
159,7089,0,0,0
159,715,0,0,0
159,7211,0,0,0
159,7274,0,0,0
159,7336,0,0,0
159,7399,0,0,0
159,7465,0,0,0
159,7527,0,0,0
159,759,0,0,0
159,7653,0,0,0
159,7716,0,0,0
159,7781,0,0,0
159,7842,0,0,0
159,7903,0,0,0
159,7968,0,0,0
159,803,0,0,0
159,8095,0,0,0
159,8157,0,0,0
159,822,0,0,0
159,8282,0,0,0
159,8344,0,0,0
159,8407,0,0,0
159,847,0,0,0
159,8536,0,0,0
159,8601,0,0,0
159,8664,0,0,0
159,8728,0,0,0
159,8791,0,0,0
159,8854,0,0,0
159,8915,0,0,0
159,8977,0,0,0
159,9037,0,0,0
159,9102,0,0,0
159,9164,0,0,0
159,9224,0,0,0
159,9289,0,0,0
159,935,0,0,0
159,9413,0,0,0
159,948,0,0,0
159,9541,0,0,0
159,9603,0,0,0
159,9666,0,0,0
159,9729,0,0,0
159,9791,0,0,0
159,9852,0,0,0
159,9915,0,0,0
159,9978,0,0,0
160,004,0,0,0
160,0105,0,0,0
160,0167,0,0,0
160,0231,0,0,0
160,0295,0,0,0
160,0356,0,0,0
160,0417,0,0,0
160,0481,0,0,0
160,0543,0,0,0
160,0605,0,0,0
160,0669,0,0,0
160,0733,0,0,0
160,0807,0,0,0
160,0883,0,0,0
160,0948,0,0,0
160,101,0,0,0
160,1073,0,0,0
160,1137,0,0,0
160,1198,0,0,0
160,1263,0,0,0
160,1325,0,0,0
160,1388,0,0,0
160,1451,0,0,0
160,1513,0,0,0
160,1573,0,0,0
160,1636,0,0,0
160,171,0,0,0
160,1777,0,0,0
160,1839,0,0,0
160,1902,0,0,0
160,1967,0,0,0
160,2028,0,0,0
160,2089,0,0,0
160,215,0,0,0
160,2213,0,0,0
160,2277,0,0,0
160,234,0,0,0
160,2401,0,0,0
160,2466,0,0,0
160,2531,0,0,0
160,2597,0,0,0
160,2663,0,0,0
160,2731,0,0,0
160,2806,0,0,0
160,2869,0,0,0
160,2935,0,0,0
160,2997,0,0,0
160,3058,0,0,0
160,3123,0,0,0
160,3186,0,0,0
160,325,0,0,0
160,3315,0,0,0
160,3376,0,0,0
160,344,0,0,0
160,3503,0,0,0
160,3565,0,0,0
160,3627,0,0,0
160,3697,0,0,0
160,3768,0,0,0
160,3835,0,0,0
160,3899,0,0,0
160,3964,0,0,0
160,403,0,0,0
160,4124,0,0,0
160,4189,0,0,0
160,4254,0,0,0
160,4318,0,0,0
160,438,0,0,0
160,4445,0,0,0
160,4507,0,0,0
160,457,0,0,0
160,4639,0,0,0
160,4701,0,0,0
160,4765,0,0,0
160,4827,0,0,0
160,4889,0,0,0
160,4951,0,0,0
160,5014,0,0,0
160,5078,0,0,0
160,5142,0,0,0
160,5205,0,0,0
160,5271,0,0,0
160,5334,0,0,0
160,5398,0,0,0
160,5461,0,0,0
160,5525,0,0,0
160,5589,0,0,0
160,5653,0,0,0
160,5717,0,0,0
160,578,0,0,0
160,5843,0,0,0
160,5906,0,0,0
160,5971,0,0,0
160,6031,0,0,0
160,6093,0,0,0
160,6155,0,0,0
160,6217,0,0,0
160,628,0,0,0
160,6342,0,0,0
160,6404,0,0,0
160,647,0,0,0
160,6533,0,0,0
160,6602,0,0,0
160,6666,0,0,0
160,6731,0,0,0
160,6796,0,0,0
160,6857,0,0,0
160,6923,0,0,0
160,6988,0,0,0
160,705,0,0,0
160,7119,0,0,0
160,7189,0,0,0
160,7262,0,0,0
160,7339,0,0,0
160,7411,0,0,0
160,7478,0,0,0
160,7547,0,0,0
160,7619,0,0,0
160,7695,0,0,0
160,7766,0,0,0
160,7836,0,0,0
160,7899,0,0,0
160,7964,0,0,0
160,8027,0,0,0
160,81,0,0,0
160,8172,0,0,0
160,8241,0,0,0
160,8313,0,0,0
160,8383,0,0,0
160,8457,0,0,0
160,8519,0,0,0
160,8592,0,0,0
160,8661,0,0,0
160,8732,0,0,0
160,8805,0,0,0
160,8877,0,0,0
160,895,0,0,0
160,9025,0,0,0
160,9099,0,0,0
160,9173,0,0,0
160,9236,0,0,0
160,9314,0,0,0
160,9387,0,0,0
160,946,0,0,0
160,9528,0,0,0
160,9593,0,0,0
160,9655,0,0,0
160,9717,0,0,0
160,9781,0,0,0
160,984,0,0,0
160,9902,0,0,0
160,9969,0,0,0
161,0031,0,0,0
161,0094,0,0,0
161,0157,0,0,0
161,022,0,0,0
161,0284,0,0,0
161,0344,0,0,0
161,0408,0,0,0
161,0473,0,0,0
161,0537,0,0,0
161,06,0,0,0
161,0665,0,0,0
161,073,0,0,0
161,0806,0,0,0
161,0883,0,0,0
161,0957,0,0,0
161,1027,0,0,0
161,1098,0,0,0
161,1165,0,0,0
161,1236,0,0,0
161,1312,0,0,0
161,1385,0,0,0
161,1459,0,0,0
161,153,0,0,0
161,1603,0,0,0
161,1674,0,0,0
161,1746,0,0,0
161,1818,0,0,0
161,1884,0,0,0
161,1958,0,0,0
161,202,0,0,0
161,2083,0,0,0
161,2148,0,0,0
161,2211,0,0,0
161,2275,0,0,0
161,2338,0,0,0
161,2401,0,0,0
161,2466,0,0,0
161,253,0,0,0
161,2593,0,0,0
161,2659,0,0,0
161,2724,0,0,0
161,2796,0,0,0
161,2859,0,0,0
161,2921,0,0,0
161,2982,0,0,0
161,3042,0,0,0
161,3104,0,0,0
161,3179,0,0,0
161,3241,0,0,0
161,3303,0,0,0
161,3366,0,0,0
161,343,0,0,0
161,3493,0,0,0
161,3556,0,0,0
161,3653,0,0,0
161,3719,0,0,0
161,3783,0,0,0
161,3847,0,0,0
161,3912,0,0,0
161,398,0,0,0
161,405,0,0,0
161,4114,0,0,0
161,4179,0,0,0
161,4242,0,0,0
161,4306,0,0,0
161,4368,0,0,0
161,4431,0,0,0
161,4517,0,0,0
161,4589,0,0,0
161,4668,0,0,0
161,4734,0,0,0
161,4803,0,0,0
161,487,0,0,0
161,4939,0,0,0
161,5005,0,0,0
161,507,0,0,0
161,5139,0,0,0
161,5204,0,0,0
161,5272,0,0,0
161,5338,0,0,0
161,5404,0,0,0
161,5471,0,0,0
161,5539,0,0,0
161,5604,0,0,0
161,5668,0,0,0
161,5729,0,0,0
161,5791,0,0,0
161,5855,0,0,0
161,5915,0,0,0
161,5982,0,0,0
161,6044,0,0,0
161,6109,0,0,0
161,6171,0,0,0
161,6232,0,0,0
161,6298,0,0,0
161,6361,0,0,0
161,6423,0,0,0
161,6487,0,0,0
161,6549,0,0,0
161,6615,0,0,0
161,6678,0,0,0
161,6743,0,0,0
161,6809,0,0,0
161,6874,0,0,0
161,6936,0,0,0
161,6998,0,0,0
161,7062,0,0,0
161,7125,0,0,0
161,7188,0,0,0
161,725,0,0,0
161,7315,0,0,0
161,7379,0,0,0
161,7443,0,0,0
161,7507,0,0,0
161,757,0,0,0
161,7635,0,0,0
161,7697,0,0,0
161,776,0,0,0
161,7824,0,0,0
161,7887,0,0,0
161,7949,0,0,0
161,801,0,0,0
161,8073,0,0,0
161,8139,0,0,0
161,8202,0,0,0
161,8264,0,0,0
161,8328,0,0,0
161,839,0,0,0
161,8457,0,0,0
161,8521,0,0,0
161,8597,0,0,0
161,8665,0,0,0
161,8746,0,0,0
161,8821,0,0,0
161,8893,0,0,0
161,8962,0,0,0
161,9034,0,0,0
161,9109,0,0,0
161,9183,0,0,0
161,9251,0,0,0
161,9315,0,0,0
161,9377,0,0,0
161,944,0,0,0
161,9503,0,0,0
161,9565,0,0,0
161,9633,0,0,0
161,9696,0,0,0
161,9761,0,0,0
161,9823,0,0,0
